mmsi,vessel_id,vessel_name,timestamp,lat,lon,sog,cog,nav_status,source
477001001,V001,NORMAL TRADER,2024-03-15T00:00:00Z,19.04825,65.91128,13.8,182.9,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T00:11:00Z,19.00771,65.90859,13.5,181.7,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T00:20:00Z,18.97486,65.90823,13.8,184.2,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T00:27:00Z,18.94845,65.90711,13.8,182.4,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T00:34:00Z,18.92208,65.90547,13.7,183.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T00:39:00Z,18.90328,65.90459,13.4,180.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T00:47:00Z,18.87483,65.90432,13.7,180.6,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T00:52:00Z,18.85576,65.90345,13.9,184.6,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T00:57:00Z,18.83493,65.90267,14.1,186.1,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T01:07:00Z,18.79732,65.8975,14.2,188.5,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T01:14:00Z,18.77164,65.89278,14.5,189.9,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T01:20:00Z,18.74739,65.88806,14.4,189.9,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T01:30:00Z,18.70856,65.88147,14.5,189.4,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T01:35:00Z,18.68821,65.8761,14.3,187.0,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T01:45:00Z,18.64898,65.87251,14.3,187.5,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T01:52:00Z,18.62002,65.8687,14.1,185.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T01:59:00Z,18.59474,65.86762,14.3,187.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T02:04:00Z,18.57411,65.86353,14.2,188.4,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T02:11:00Z,18.54611,65.85919,14.2,188.3,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T02:17:00Z,18.52269,65.85435,14.7,190.7,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T02:28:00Z,18.47757,65.84597,14.7,190.3,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T02:37:00Z,18.4426,65.83959,14.7,188.6,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T02:44:00Z,18.41428,65.8343,14.7,189.0,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T02:52:00Z,18.38179,65.82936,14.2,184.5,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T02:57:00Z,18.36244,65.82787,13.9,186.3,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T03:06:00Z,18.32548,65.82302,13.8,185.4,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T03:16:00Z,18.28666,65.82014,13.5,182.5,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T03:24:00Z,18.25642,65.82009,13.6,183.9,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T03:34:00Z,18.21714,65.81677,13.4,184.4,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T03:43:00Z,18.18414,65.81321,13.7,182.2,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T03:49:00Z,18.16146,65.81233,14.2,184.1,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T03:55:00Z,18.13936,65.81154,14.5,183.6,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T04:06:00Z,18.09498,65.81024,14.6,185.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T04:16:00Z,18.05459,65.80501,14.7,184.4,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T04:26:00Z,18.01374,65.80103,14.5,187.7,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T04:31:00Z,17.99374,65.79599,14.4,193.0,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T04:38:00Z,17.96726,65.78725,13.9,192.6,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T04:48:00Z,17.93092,65.77918,14.0,193.9,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T04:55:00Z,17.9027,65.77118,14.4,195.0,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T05:00:00Z,17.8839,65.76629,14.6,196.4,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T05:07:00Z,17.85561,65.75888,14.1,194.5,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T05:12:00Z,17.83527,65.75261,13.9,194.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T05:20:00Z,17.80454,65.74482,14.1,197.0,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T05:27:00Z,17.77683,65.73706,13.9,196.9,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T05:37:00Z,17.73962,65.72487,13.3,194.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T05:44:00Z,17.71486,65.71924,13.4,197.1,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T05:50:00Z,17.69443,65.71389,13.3,195.7,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T05:57:00Z,17.66822,65.70545,13.2,197.1,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T06:04:00Z,17.64422,65.69746,13.2,199.5,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T06:15:00Z,17.60583,65.68225,14.0,196.4,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T06:23:00Z,17.57623,65.67403,14.2,194.7,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T06:34:00Z,17.53487,65.6629,14.8,192.9,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T06:41:00Z,17.50835,65.656,15.1,195.2,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T06:46:00Z,17.4886,65.65037,14.7,195.2,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T06:54:00Z,17.45663,65.64186,15.0,194.7,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T07:03:00Z,17.41943,65.63061,15.0,192.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T07:08:00Z,17.39886,65.62302,15.5,193.9,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T07:14:00Z,17.37424,65.61573,15.3,196.5,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T07:21:00Z,17.34561,65.60831,15.2,198.4,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T07:31:00Z,17.30626,65.59543,15.7,201.5,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T07:42:00Z,17.26083,65.57624,15.6,202.5,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T07:50:00Z,17.2279,65.56333,15.5,200.0,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T08:01:00Z,17.18276,65.54602,14.9,201.3,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T08:10:00Z,17.14641,65.53151,15.2,201.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T08:17:00Z,17.11867,65.52249,15.6,203.7,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T08:27:00Z,17.07871,65.50381,15.6,201.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T08:34:00Z,17.04748,65.49152,15.2,201.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T08:40:00Z,17.02437,65.48231,14.5,202.4,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T08:46:00Z,17.00386,65.47244,14.5,208.4,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T08:54:00Z,16.97507,65.45705,14.6,211.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T09:03:00Z,16.94499,65.43752,14.8,208.5,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T09:13:00Z,16.90927,65.41596,14.7,211.2,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T09:24:00Z,16.87304,65.39133,14.3,213.0,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T09:32:00Z,16.84567,65.37389,14.6,215.9,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T09:39:00Z,16.82204,65.35529,14.3,215.2,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T09:46:00Z,16.79966,65.33915,14.0,212.3,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T09:52:00Z,16.77895,65.32645,13.3,213.0,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T10:00:00Z,16.75603,65.30778,13.6,211.2,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T10:07:00Z,16.73269,65.29313,13.0,210.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T10:15:00Z,16.70659,65.27727,13.1,210.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T10:20:00Z,16.69104,65.2668,13.7,211.2,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T10:27:00Z,16.66509,65.25129,13.2,208.7,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T10:34:00Z,16.64204,65.23756,13.3,208.5,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T10:42:00Z,16.61669,65.22273,12.8,204.5,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T10:53:00Z,16.57975,65.20539,12.9,200.5,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T11:01:00Z,16.55339,65.19627,13.0,199.9,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T11:12:00Z,16.51598,65.1828,12.7,201.7,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T11:20:00Z,16.48873,65.17294,13.0,202.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T11:29:00Z,16.4579,65.15992,12.4,203.8,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T11:35:00Z,16.43929,65.15146,12.4,202.2,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T11:40:00Z,16.42411,65.14521,12.5,203.7,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T11:47:00Z,16.40243,65.13485,12.6,200.2,0,AIS_CLASS_A
477001001,V001,NORMAL TRADER,2024-03-15T11:54:00Z,16.37809,65.12489,12.8,199.2,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T00:00:00Z,17.52645,67.27416,11.9,246.3,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T00:06:00Z,17.51821,67.25567,11.5,244.5,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T00:16:00Z,17.50388,67.22489,12.0,245.3,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T00:27:00Z,17.49041,67.19071,12.4,241.7,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T00:32:00Z,17.48233,67.17551,12.2,239.6,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T00:38:00Z,17.47192,67.15704,12.4,239.5,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T00:49:00Z,17.45415,67.1213,12.7,242.2,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T00:55:00Z,17.44432,67.10144,12.5,243.6,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T01:05:00Z,17.42908,67.06788,12.8,246.7,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T01:16:00Z,17.41391,67.03207,12.7,249.6,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T01:26:00Z,17.4018,66.99791,12.9,251.4,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T01:31:00Z,17.39628,66.97883,12.7,250.8,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T01:42:00Z,17.38279,66.93992,12.8,248.7,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T01:51:00Z,17.37,66.91042,13.2,247.9,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T01:58:00Z,17.36048,66.88702,13.7,247.6,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T02:09:00Z,17.34377,66.84685,13.8,248.9,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T02:16:00Z,17.3356,66.82032,13.4,249.1,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T02:22:00Z,17.32762,66.79686,13.5,251.5,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T02:31:00Z,17.31686,66.76434,13.2,254.5,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T02:40:00Z,17.30748,66.7301,13.6,256.2,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T02:51:00Z,17.29654,66.68784,13.2,255.7,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T02:57:00Z,17.29227,66.66755,13.1,259.2,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T03:43:00Z,17.28292,66.62529,12.8,260.3,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T03:48:00Z,17.28166,66.60673,12.8,261.6,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T03:56:00Z,17.27815,66.57824,12.5,261.1,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T04:05:00Z,17.27215,66.54687,12.7,261.8,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T04:13:00Z,17.26654,66.51903,12.6,260.9,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T04:18:00Z,17.26333,66.4999,12.5,262.9,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T04:25:00Z,17.25963,66.4758,12.2,260.0,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T04:32:00Z,17.25663,66.45069,12.0,259.9,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T04:39:00Z,17.25136,66.4264,11.5,260.2,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T04:46:00Z,17.24704,66.40087,11.8,258.1,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T04:56:00Z,17.24002,66.36792,12.0,260.2,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T05:06:00Z,17.23505,66.33371,12.2,259.5,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T05:11:00Z,17.23238,66.31645,12.3,262.5,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T05:22:00Z,17.2262,66.27852,12.6,262.7,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T05:29:00Z,17.22271,66.25456,12.7,265.2,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T05:40:00Z,17.2195,66.21326,12.3,265.3,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T05:50:00Z,17.21559,66.1763,12.4,267.2,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T05:57:00Z,17.2142,66.15247,12.0,266.9,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T06:03:00Z,17.21249,66.13177,11.8,269.3,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T06:14:00Z,17.21236,66.09385,11.3,266.1,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T06:23:00Z,17.20993,66.06269,11.5,263.5,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T06:34:00Z,17.20638,66.02541,11.1,264.2,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T06:41:00Z,17.20485,66.00255,11.3,268.6,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T06:51:00Z,17.20446,65.97116,11.2,267.5,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T06:57:00Z,17.20279,65.95224,11.2,266.0,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T07:06:00Z,17.20227,65.92099,11.5,263.5,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T07:13:00Z,17.20179,65.89804,11.4,263.7,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T07:24:00Z,17.19794,65.86075,11.1,265.9,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T07:33:00Z,17.19619,65.83163,11.1,263.8,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T07:39:00Z,17.19505,65.81351,11.4,264.9,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T07:46:00Z,17.19352,65.78853,11.4,263.2,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T07:56:00Z,17.19049,65.75497,11.2,265.8,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T08:05:00Z,17.18697,65.72606,11.1,264.6,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T08:10:00Z,17.18593,65.71035,10.7,265.6,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T08:19:00Z,17.18326,65.6817,10.7,267.3,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T08:26:00Z,17.18239,65.65936,11.1,270.2,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T08:37:00Z,17.1837,65.62523,11.3,269.0,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T08:46:00Z,17.18459,65.59416,11.6,266.9,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T08:54:00Z,17.18233,65.56622,11.9,265.7,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T09:00:00Z,17.1804,65.54536,11.7,267.8,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T09:07:00Z,17.17909,65.5197,11.8,269.0,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T09:17:00Z,17.17822,65.48279,11.9,267.8,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T09:24:00Z,17.17555,65.45703,11.6,268.5,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T09:34:00Z,17.17528,65.42491,11.8,267.3,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T09:42:00Z,17.17615,65.39787,11.5,267.2,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T09:53:00Z,17.17422,65.36207,11.4,270.3,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T10:02:00Z,17.17452,65.33255,11.4,271.5,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T10:11:00Z,17.17513,65.30274,11.1,271.5,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T10:17:00Z,17.17476,65.28397,11.3,267.0,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T10:24:00Z,17.17356,65.25951,11.1,266.5,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T10:35:00Z,17.17279,65.226,11.8,266.6,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T10:44:00Z,17.17101,65.196,12.1,266.8,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T10:49:00Z,17.17142,65.17792,12.4,266.0,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T10:58:00Z,17.16788,65.14485,12.5,266.0,0,AIS_CLASS_A
477001002,V002,GULF CARRIER,2024-03-15T11:08:00Z,17.16624,65.10939,12.9,266.4,0,AIS_CLASS_A
